name,dex,gen,region,type1,type2,color_primary,color_secondary,abilities,genus,shape,habitat,evo,family,stage,gender,legendary,mythical,baby,hp,attack,defense,sp_attack,sp_defense,speed,weight_kg,height_m,egg_groups,stat_standouts,arch,sprite,moves,lore,mythology,location,trainer,role,other,well_known
Floragato,907,9,Paldea,grass,,green,,"Overgrow, Protean",Grass Cat Pokémon,upright,,level,Sprigatito,1,both,False,False,False,61,80,63,60,63,83,12.2,0.9,"ground, plant",,,,,,,,,,,0
Meowscarada,908,9,Paldea,grass,dark,green,,"Overgrow, Protean",Magician Pokémon,upright,,level,Sprigatito,2,both,False,False,False,76,110,70,81,70,123,31.2,1.5,"ground, plant",fast,,,,,,,,,,0
Fuecoco,909,9,Paldea,fire,,red,,"Blaze, Unaware",Fire Croc Pokémon,upright,,none,Fuecoco,0,both,False,False,False,67,45,59,63,40,36,9.8,0.4,ground,,,,,,,,,,,0
Crocalor,910,9,Paldea,fire,,red,,"Blaze, Unaware",Fire Croc Pokémon,upright,,level,Fuecoco,1,both,False,False,False,81,55,78,90,58,49,30.7,1.0,ground,,,,,,,,,,,0
Skeledirge,911,9,Paldea,fire,ghost,red,,"Blaze, Unaware",Singer Pokémon,quadruped,,level,Fuecoco,2,both,False,False,False,104,75,100,110,75,66,326.5,1.6,ground,heavy,,,,,,,,,,0
Quaxly,912,9,Paldea,water,,white,,"Torrent, Moxie",Duckling Pokémon,upright,,none,Quaxly,0,both,False,False,False,55,65,45,50,45,50,6.1,0.5,"flying, water1",,,,,,,,,,,0
Quaxwell,913,9,Paldea,water,,blue,,"Torrent, Moxie",Practicing Pokémon,upright,,level,Quaxly,1,both,False,False,False,70,85,65,65,60,65,21.5,1.2,"flying, water1",,,,,,,,,,,0
Quaquaval,914,9,Paldea,water,fighting,blue,,"Torrent, Moxie",Dancer Pokémon,upright,,level,Quaxly,2,both,False,False,False,85,120,80,85,75,85,61.9,1.8,"flying, water1",atk,,,,,,,,,,0
Lechonk,915,9,Paldea,normal,,gray,,"Aroma Veil, Gluttony, Thick Fat",Hog Pokémon,quadruped,,none,Lechonk,0,both,False,False,False,54,45,40,35,45,35,10.2,0.5,ground,,,,,,,,,,,0
Oinkologne,916,9,Paldea,normal,,gray,,"Lingering Aroma, Gluttony, Thick Fat",Hog Pokémon,quadruped,,level,Lechonk,1,male-only,False,False,False,110,100,75,59,80,65,120.0,1.0,ground,,,,,,,,,,,0
Tarountula,917,9,Paldea,bug,,white,,"Insomnia, Stakeout",String Ball Pokémon,armor,,none,Tarountula,0,both,False,False,False,35,41,45,29,40,20,4.0,0.3,bug,,,,,,,,,,,0
Spidops,918,9,Paldea,bug,,green,,"Insomnia, Stakeout",Trap Pokémon,armor,,level,Tarountula,1,both,False,False,False,60,79,92,52,86,35,16.5,1.0,bug,,,,,,,,,,,0
Nymble,919,9,Paldea,bug,,gray,,"Swarm, Tinted Lens",Grasshopper Pokémon,armor,,none,Nymble,0,both,False,False,False,33,46,40,21,25,45,1.0,0.2,bug,light,,,,,,,,,,0
Lokix,920,9,Paldea,bug,dark,gray,,"Swarm, Tinted Lens",Grasshopper Pokémon,humanoid,,level,Nymble,1,both,False,False,False,71,102,78,52,55,92,17.5,1.0,bug,,,,,,,,,,,0
Pawmi,921,9,Paldea,electric,,yellow,,"Static, Natural Cure, Iron Fist",Mouse Pokémon,quadruped,,none,Pawmi,0,both,False,False,False,45,50,20,40,25,60,2.5,0.3,ground,light,,,,,,,,,,0
Pawmo,922,9,Paldea,electric,fighting,yellow,,"Volt Absorb, Natural Cure, Iron Fist",Mouse Pokémon,upright,,level,Pawmi,1,both,False,False,False,60,75,40,50,40,85,6.5,0.4,ground,,,,,,,,,,,0
Pawmot,923,9,Paldea,electric,fighting,yellow,,"Volt Absorb, Natural Cure, Iron Fist",Hands-On Pokémon,upright,,level,Pawmi,2,both,False,False,False,70,115,70,70,60,105,41.0,0.9,ground,fast,,,,,,,,,,0
Tandemaus,924,9,Paldea,normal,,white,,"Run Away, Pickup, Own Tempo",Couple Pokémon,heads,,none,Tandemaus,0,genderless,False,False,False,50,50,45,40,45,75,1.8,0.3,"ground, fairy",light,,,,,,,,,,0
Maushold,925,9,Paldea,normal,,white,,"Friend Guard, Cheek Pouch, Technician",Family Pokémon,heads,,other,Tandemaus,1,genderless,False,False,False,74,75,70,65,75,111,2.8,0.3,"ground, fairy","fast, light",,,,,,,,,,0
Fidough,926,9,Paldea,fairy,,yellow,,"Own Tempo, Klutz",Puppy Pokémon,quadruped,,none,Fidough,0,both,False,False,False,37,55,70,30,55,65,10.9,0.3,"ground, mineral",,,,,,,,,,,0
Dachsbun,927,9,Paldea,fairy,,brown,,"Well-Baked Body, Aroma Veil",Dog Pokémon,quadruped,,level,Fidough,1,both,False,False,False,57,80,115,50,80,95,14.9,0.5,"ground, mineral",tanky,,,,,,,,,,0
Smoliv,928,9,Paldea,grass,normal,green,,"Early Bird, Harvest",Olive Pokémon,legs,,none,Smoliv,0,both,False,False,False,41,35,45,58,51,30,6.5,0.3,plant,,,,,,,,,,,0
Dolliv,929,9,Paldea,grass,normal,green,,"Early Bird, Harvest",Olive Pokémon,humanoid,,level,Smoliv,1,both,False,False,False,52,53,60,78,78,33,11.9,0.6,plant,,,,,,,,,,,0
Arboliva,930,9,Paldea,grass,normal,green,,"Seed Sower, Harvest",Olive Pokémon,humanoid,,level,Smoliv,2,both,False,False,False,78,69,90,125,109,39,48.2,1.4,plant,spatk,,,,,,,,,,0
Squawkabilly,931,9,Paldea,normal,flying,green,,"Intimidate, Hustle, Guts",Parrot Pokémon,wings,,none,Squawkabilly,0,both,False,False,False,82,96,51,45,51,92,2.4,0.6,flying,light,,,,,,,,,,0
Nacli,932,9,Paldea,rock,,brown,,"Purifying Salt, Sturdy, Clear Body",Rock Salt Pokémon,ball,,none,Nacli,0,both,False,False,False,55,55,75,35,35,25,16.0,0.4,mineral,,,,,,,,,,,0
Naclstack,933,9,Paldea,rock,,brown,,"Purifying Salt, Sturdy, Clear Body",Rock Salt Pokémon,quadruped,,level,Nacli,1,both,False,False,False,60,60,100,35,65,35,105.0,0.6,mineral,,,,,,,,,,,0
Garganacl,934,9,Paldea,rock,,brown,,"Purifying Salt, Sturdy, Clear Body",Rock Salt Pokémon,humanoid,,level,Nacli,2,both,False,False,False,100,100,130,45,90,35,240.0,2.3,mineral,tanky,,,,,,,,,,0
Charcadet,935,9,Paldea,fire,,red,,"Flash Fire, Flame Body",Fire Child Pokémon,humanoid,,none,Charcadet,0,both,False,False,False,40,50,40,50,40,35,10.5,0.6,humanshape,,,,,,,,,,,0
Armarouge,936,9,Paldea,fire,psychic,red,,"Flash Fire, Weak Armor",Fire Warrior Pokémon,humanoid,,stone,Charcadet,1,both,False,False,False,85,60,100,125,80,75,85.0,1.5,humanshape,spatk,,,,,,,,,,0
Ceruledge,937,9,Paldea,fire,ghost,blue,,"Flash Fire, Weak Armor",Fire Blades Pokémon,humanoid,,stone,Charcadet,1,both,False,False,False,75,125,80,60,100,85,62.0,1.6,humanshape,atk,,,,,,,,,,0
Tadbulb,938,9,Paldea,electric,,yellow,,"Own Tempo, Static, Damp",EleTadpole Pokémon,ball,,none,Tadbulb,0,both,False,False,False,61,31,41,59,35,45,0.4,0.3,water1,light,,,,,,,,,,0
Bellibolt,939,9,Paldea,electric,,green,,"Electromorphosis, Static, Damp",EleFrog Pokémon,humanoid,,stone,Tadbulb,1,both,False,False,False,109,64,91,103,83,45,113.0,1.2,water1,,,,,,,,,,,0
Wattrel,940,9,Paldea,electric,flying,black,,"Wind Power, Volt Absorb, Competitive",Storm Petrel Pokémon,wings,,none,Wattrel,0,both,False,False,False,40,40,35,55,40,70,3.6,0.4,"water1, flying",,,,,,,,,,,0
Kilowattrel,941,9,Paldea,electric,flying,yellow,,"Wind Power, Volt Absorb, Competitive",Frigatebird Pokémon,wings,,level,Wattrel,1,both,False,False,False,70,70,60,105,60,125,38.6,1.4,"water1, flying",fast,,,,,,,,,,0
Maschiff,942,9,Paldea,dark,,brown,,"Intimidate, Run Away, Stakeout",Rascal Pokémon,quadruped,,none,Maschiff,0,both,False,False,False,60,78,60,40,51,51,16.0,0.5,ground,,,,,,,,,,,0
Mabosstiff,943,9,Paldea,dark,,gray,,"Intimidate, Guard Dog, Stakeout",Boss Pokémon,quadruped,,level,Maschiff,1,both,False,False,False,80,120,90,60,70,85,61.0,1.1,ground,atk,,,,,,,,,,0
Shroodle,944,9,Paldea,poison,normal,gray,,"Unburden, Pickpocket, Prankster",Toxic Mouse Pokémon,quadruped,,none,Shroodle,0,both,False,False,False,40,65,35,40,35,75,0.7,0.2,ground,light,,,,,,,,,,0
Grafaiai,945,9,Paldea,poison,normal,gray,,"Unburden, Poison Touch, Prankster",Toxic Monkey Pokémon,upright,,level,Shroodle,1,both,False,False,False,63,95,65,80,72,110,27.2,0.7,ground,fast,,,,,,,,,,0
Bramblin,946,9,Paldea,grass,ghost,brown,,"Wind Rider, Infiltrator",Tumbleweed Pokémon,ball,,none,Bramblin,0,both,False,False,False,40,65,30,45,35,60,0.6,0.6,plant,light,,,,,,,,,,0
Brambleghast,947,9,Paldea,grass,ghost,brown,,"Wind Rider, Infiltrator",Tumbleweed Pokémon,ball,,level,Bramblin,1,both,False,False,False,55,115,70,80,70,90,6.0,1.2,plant,,,,,,,,,,,0
Toedscool,948,9,Paldea,ground,grass,yellow,,Mycelium Might,Woodear Pokémon,legs,,none,Toedscool,0,both,False,False,False,40,40,35,50,100,70,33.0,0.9,plant,,,,,,,,,,,0
Toedscruel,949,9,Paldea,ground,grass,black,,Mycelium Might,Woodear Pokémon,tentacles,,level,Toedscool,1,both,False,False,False,80,70,65,80,120,100,58.0,1.9,plant,fast,,,,,,,,,,0
Klawf,950,9,Paldea,rock,,red,,"Anger Shell, Shell Armor, Regenerator",Ambush Pokémon,armor,,none,Klawf,0,both,False,False,False,70,100,115,35,55,75,79.0,1.3,water3,tanky,,,,,,,,,,0
Capsakid,951,9,Paldea,grass,,green,,"Chlorophyll, Insomnia, Klutz",Spicy Pepper Pokémon,upright,,none,Capsakid,0,both,False,False,False,50,62,40,62,40,50,3.0,0.3,plant,light,,,,,,,,,,0
Scovillain,952,9,Paldea,grass,fire,green,,"Chlorophyll, Insomnia, Moody",Spicy Pepper Pokémon,upright,,stone,Capsakid,1,both,False,False,False,65,108,65,108,65,75,15.0,0.9,plant,,,,,,,,,,,0
Rellor,953,9,Paldea,bug,,brown,,"Compound Eyes, Shed Skin",Rolling Pokémon,armor,,none,Rellor,0,both,False,False,False,41,50,60,31,58,30,1.0,0.2,bug,light,,,,,,,,,,0
Rabsca,954,9,Paldea,bug,psychic,green,,"Synchronize, Telepathy",Rolling Pokémon,armor,,level,Rellor,1,both,False,False,False,75,50,85,115,100,45,3.5,0.3,bug,,,,,,,,,,,0
Flittle,955,9,Paldea,psychic,,yellow,,"Anticipation, Frisk, Speed Boost",Frill Pokémon,legs,,none,Flittle,0,both,False,False,False,30,35,30,55,30,75,1.5,0.2,flying,light,,,,,,,,,,0
Espathra,956,9,Paldea,psychic,,yellow,,"Opportunist, Frisk, Speed Boost",Ostrich Pokémon,upright,,level,Flittle,1,both,False,False,False,95,60,60,101,60,105,90.0,1.9,flying,fast,,,,,,,,,,0
Tinkatink,957,9,Paldea,fairy,steel,pink,,"Mold Breaker, Own Tempo, Pickpocket",Metalsmith Pokémon,humanoid,,none,Tinkatink,0,female-only,False,False,False,50,45,45,35,64,58,8.9,0.4,fairy,,,,,,,,,,,0
Tinkatuff,958,9,Paldea,fairy,steel,pink,,"Mold Breaker, Own Tempo, Pickpocket",Hammer Pokémon,humanoid,,level,Tinkatink,1,female-only,False,False,False,65,55,55,45,82,78,59.1,0.7,fairy,,,,,,,,,,,0
Tinkaton,959,9,Paldea,fairy,steel,pink,,"Mold Breaker, Own Tempo, Pickpocket",Hammer Pokémon,humanoid,,level,Tinkatink,2,female-only,False,False,False,85,75,77,70,105,94,112.8,0.7,fairy,,,,,,,,,,,0
Wiglett,960,9,Paldea,water,,white,,"Gooey, Rattled, Sand Veil",Garden Eel Pokémon,blob,,none,Wiglett,0,both,False,False,False,10,55,25,35,25,95,1.8,1.2,water3,light,,,,,,,,,,0
Wugtrio,961,9,Paldea,water,,red,,"Gooey, Rattled, Sand Veil",Garden Eel Pokémon,blob,,level,Wiglett,1,both,False,False,False,35,100,50,50,70,120,5.4,1.2,water3,fast,,,,,,,,,,0
Bombirdier,962,9,Paldea,flying,dark,white,,"Big Pecks, Keen Eye, Rocky Payload",Item Drop Pokémon,wings,,none,Bombirdier,0,both,False,False,False,70,103,85,60,85,82,42.9,1.5,flying,,,,,,,,,,,0
Finizen,963,9,Paldea,water,,blue,,Water Veil,Dolphin Pokémon,fish,,none,Finizen,0,both,False,False,False,70,45,40,45,40,75,60.2,1.3,"ground, water2",,,,,,,,,,,0
Palafin,964,9,Paldea,water,,blue,,Zero to Hero,Dolphin Pokémon,fish,,level,Finizen,1,both,False,False,False,100,70,72,53,62,100,60.2,1.3,"ground, water2",fast,,,,,,,,,,0
Varoom,965,9,Paldea,steel,poison,gray,,"Overcoat, Slow Start",Single-Cyl Pokémon,legs,,none,Varoom,0,both,False,False,False,45,70,63,30,45,47,35.0,1.0,mineral,,,,,,,,,,,0
Revavroom,966,9,Paldea,steel,poison,gray,,"Overcoat, Filter",Multi-Cyl Pokémon,legs,,level,Varoom,1,both,False,False,False,80,119,90,54,67,90,120.0,1.8,mineral,,,,,,,,,,,0
Cyclizar,967,9,Paldea,dragon,normal,green,,"Shed Skin, Regenerator",Mount Pokémon,quadruped,,none,Cyclizar,0,both,False,False,False,70,95,65,85,65,121,63.0,1.6,ground,fast,,,,,,,,,,0
Orthworm,968,9,Paldea,steel,,pink,,"Earth Eater, Sand Veil",Earthworm Pokémon,squiggle,,none,Orthworm,0,both,False,False,False,70,85,145,60,55,65,310.0,2.5,ground,"tanky, heavy",,,,,,,,,,0
Glimmet,969,9,Paldea,rock,poison,blue,,"Toxic Debris, Corrosion",Ore Pokémon,ball,,none,Glimmet,0,both,False,False,False,48,35,42,105,60,60,8.0,0.7,mineral,,,,,,,,,,,0
Glimmora,970,9,Paldea,rock,poison,blue,,"Toxic Debris, Corrosion",Ore Pokémon,ball,,level,Glimmet,1,both,False,False,False,83,55,90,130,81,86,45.0,1.5,mineral,spatk,,,,,,,,,,0
Greavard,971,9,Paldea,ghost,,white,,"Pickup, Fluffy",Ghost Dog Pokémon,quadruped,,none,Greavard,0,both,False,False,False,50,61,60,30,55,34,35.0,0.6,ground,,,,,,,,,,,0
Houndstone,972,9,Paldea,ghost,,white,,"Sand Rush, Fluffy",Ghost Dog Pokémon,quadruped,,level,Greavard,1,both,False,False,False,72,101,100,50,97,68,15.0,2.0,ground,,,,,,,,,,,0
Flamigo,973,9,Paldea,flying,fighting,pink,,"Scrappy, Tangled Feet, Costar",Synchronize Pokémon,wings,,none,Flamigo,0,both,False,False,False,82,115,74,75,64,90,37.0,1.6,flying,,,,,,,,,,,0
Cetoddle,974,9,Paldea,ice,,white,,"Thick Fat, Snow Cloak, Sheer Force",Terra Whale Pokémon,upright,,none,Cetoddle,0,both,False,False,False,108,68,45,30,40,43,45.0,1.2,ground,,,,,,,,,,,0
Cetitan,975,9,Paldea,ice,,white,,"Thick Fat, Slush Rush, Sheer Force",Terra Whale Pokémon,upright,,stone,Cetoddle,1,both,False,False,False,170,113,65,45,55,73,700.0,4.5,ground,heavy,,,,,,,,,,0
Veluza,976,9,Paldea,water,psychic,gray,,"Mold Breaker, Sharpness",Jettison Pokémon,fish,,none,Veluza,0,both,False,False,False,90,102,73,78,65,70,90.0,2.5,water2,,,,,,,,,,,0
Dondozo,977,9,Paldea,water,,blue,,"Unaware, Oblivious, Water Veil",Big Catfish Pokémon,fish,,none,Dondozo,0,both,False,False,False,150,100,115,65,65,35,220.0,12.0,water2,tanky,,,,,,,,,,0
Tatsugiri,978,9,Paldea,dragon,water,pink,,"Commander, Storm Drain",Mimicry Pokémon,fish,,none,Tatsugiri,0,both,False,False,False,68,50,60,120,95,82,8.0,0.3,water2,spatk,,,,,,,,,,0
Annihilape,979,9,Paldea,fighting,ghost,gray,,"Vital Spirit, Inner Focus, Defiant",Rage Monkey Pokémon,humanoid,,use-move,Mankey,2,both,False,False,False,110,115,80,50,90,90,56.0,1.2,ground,,,,,,,,,,,0
Clodsire,980,9,Paldea,poison,ground,brown,,"Poison Point, Water Absorb, Unaware",Spiny Fish Pokémon,quadruped,,level,Wooper,1,both,False,False,False,130,75,60,45,100,20,223.0,1.8,"water1, ground",,,,,,,,,,,0
Farigiraf,981,9,Paldea,normal,psychic,brown,,"Cud Chew, Armor Tail, Sap Sipper",Long Neck Pokémon,quadruped,,level,Girafarig,1,both,False,False,False,120,90,70,110,70,60,160.0,3.2,ground,,,,,,,,,,,0
Dudunsparce,982,9,Paldea,normal,,yellow,,"Serene Grace, Run Away, Rattled",Land Snake Pokémon,squiggle,,level,Dunsparce,1,both,False,False,False,125,100,80,85,75,55,39.2,3.6,ground,,,,,,,,,,,0
Kingambit,983,9,Paldea,dark,steel,black,,"Defiant, Supreme Overlord, Pressure",Big Blade Pokémon,humanoid,,three-defeated-bisharp,Pawniard,2,both,False,False,False,100,135,120,60,85,50,120.0,2.0,humanshape,"atk, tanky",,,,,,,,,,0
Great Tusk,984,9,Paldea,ground,fighting,purple,,Protosynthesis,Paradox Pokémon,quadruped,,none,Great Tusk,0,genderless,False,False,False,115,131,131,53,53,87,320.0,2.2,no-eggs,"atk, tanky, heavy",,,,,,,,,,0
Scream Tail,985,9,Paldea,fairy,psychic,pink,,Protosynthesis,Paradox Pokémon,upright,,none,Scream Tail,0,genderless,False,False,False,115,65,99,65,115,111,8.0,1.2,no-eggs,"fast, tanky",,,,,,,,,,0
Brute Bonnet,986,9,Paldea,grass,dark,gray,,Protosynthesis,Paradox Pokémon,quadruped,,none,Brute Bonnet,0,genderless,False,False,False,111,127,99,79,99,55,21.0,1.2,no-eggs,"atk, tanky",,,,,,,,,,0
Flutter Mane,987,9,Paldea,ghost,fairy,gray,,Protosynthesis,Paradox Pokémon,wings,,none,Flutter Mane,0,genderless,False,False,False,55,55,55,135,135,135,4.0,1.4,no-eggs,"fast, spatk",,,,,,,,,,0
Slither Wing,988,9,Paldea,bug,fighting,red,,Protosynthesis,Paradox Pokémon,quadruped,,none,Slither Wing,0,genderless,False,False,False,85,135,79,85,105,81,92.0,3.2,no-eggs,atk,,,,,,,,,,0
Sandy Shocks,989,9,Paldea,electric,ground,gray,,Protosynthesis,Paradox Pokémon,quadruped,,none,Sandy Shocks,0,genderless,False,False,False,85,81,97,121,85,101,60.0,2.3,no-eggs,"fast, spatk",,,,,,,,,,0
Iron Treads,990,9,Paldea,ground,steel,gray,,Quark Drive,Paradox Pokémon,quadruped,,none,Iron Treads,0,genderless,False,False,False,90,112,120,72,70,106,240.0,0.9,no-eggs,"fast, tanky",,,,,,,,,,0
Iron Bundle,991,9,Paldea,ice,water,red,,Quark Drive,Paradox Pokémon,upright,,none,Iron Bundle,0,genderless,False,False,False,56,80,114,124,60,136,11.0,0.6,no-eggs,"fast, spatk, tanky",,,,,,,,,,0
Iron Hands,992,9,Paldea,fighting,electric,gray,,Quark Drive,Paradox Pokémon,humanoid,,none,Iron Hands,0,genderless,False,False,False,154,140,108,50,68,50,380.7,1.8,no-eggs,"atk, heavy",,,,,,,,,,0
Iron Jugulis,993,9,Paldea,dark,flying,blue,,Quark Drive,Paradox Pokémon,upright,,none,Iron Jugulis,0,genderless,False,False,False,94,80,86,122,80,108,111.0,1.3,no-eggs,"fast, spatk",,,,,,,,,,0
Iron Moth,994,9,Paldea,fire,poison,yellow,,Quark Drive,Paradox Pokémon,bug-wings,,none,Iron Moth,0,genderless,False,False,False,80,70,60,140,110,110,36.0,1.2,no-eggs,"fast, spatk",,,,,,,,,,0
Iron Thorns,995,9,Paldea,rock,electric,green,,Quark Drive,Paradox Pokémon,upright,,none,Iron Thorns,0,genderless,False,False,False,100,134,110,70,84,72,303.0,1.6,no-eggs,"atk, tanky, heavy",,,,,,,,,,0
Frigibax,996,9,Paldea,dragon,ice,gray,,"Thermal Exchange, Ice Body",Ice Fin Pokémon,upright,,none,Frigibax,0,both,False,False,False,65,75,45,35,45,55,17.0,0.5,"dragon, mineral",,,,,,,,,,,0
Arctibax,997,9,Paldea,dragon,ice,gray,,"Thermal Exchange, Ice Body",Ice Fin Pokémon,upright,,level,Frigibax,1,both,False,False,False,90,95,66,45,65,62,30.0,0.8,"dragon, mineral",,,,,,,,,,,0
Baxcalibur,998,9,Paldea,dragon,ice,gray,,"Thermal Exchange, Ice Body",Ice Dragon Pokémon,upright,,level,Frigibax,2,both,False,False,False,115,145,92,75,86,87,210.0,2.1,"dragon, mineral",atk,,,,,,,,,,0
Gimmighoul,999,9,Paldea,ghost,,brown,,Rattled,Coin Chest Pokémon,blob,,none,Gimmighoul,0,genderless,False,False,False,45,30,70,75,70,10,5.0,0.3,no-eggs,,,,,,,,,,,0
Gholdengo,1000,9,Paldea,steel,ghost,yellow,,Good as Gold,Coin Entity Pokémon,humanoid,,gimmighoul-coins,Gimmighoul,1,genderless,False,False,False,87,60,95,133,91,84,30.0,1.2,no-eggs,spatk,,,,,,,,,,0
Wo-Chien,1001,9,Paldea,dark,grass,brown,,Tablets of Ruin,Ruinous Pokémon,squiggle,,none,Wo-Chien,0,genderless,True,False,False,85,85,100,95,135,70,74.2,1.5,no-eggs,,,,,,,,,legendary,,1
Chien-Pao,1002,9,Paldea,dark,ice,white,,Sword of Ruin,Ruinous Pokémon,quadruped,,none,Chien-Pao,0,genderless,True,False,False,80,120,80,90,65,135,152.2,1.9,no-eggs,"fast, atk",,,,,,,,legendary,,1
Ting-Lu,1003,9,Paldea,dark,ground,brown,,Vessel of Ruin,Ruinous Pokémon,quadruped,,none,Ting-Lu,0,genderless,True,False,False,155,110,125,55,80,45,699.7,2.7,no-eggs,"tanky, heavy",,,,,,,,legendary,,1
Chi-Yu,1004,9,Paldea,dark,fire,red,,Beads of Ruin,Ruinous Pokémon,fish,,none,Chi-Yu,0,genderless,True,False,False,55,80,80,135,120,100,4.9,0.4,no-eggs,"fast, spatk",,,,,,,,legendary,,1
Roaring Moon,1005,9,Paldea,dragon,dark,green,,Protosynthesis,Paradox Pokémon,quadruped,,none,Roaring Moon,0,genderless,False,False,False,105,139,71,55,101,119,380.0,2.0,no-eggs,"fast, atk, heavy",,,,,,,,,,0
Iron Valiant,1006,9,Paldea,fairy,fighting,white,,Quark Drive,Paradox Pokémon,humanoid,,none,Iron Valiant,0,genderless,False,False,False,74,130,90,120,60,116,35.0,1.4,no-eggs,"fast, atk, spatk",,,,,,,,,,0
Koraidon,1007,9,Paldea,fighting,dragon,red,,Orichalcum Pulse,Paradox Pokémon,upright,,none,Koraidon,0,genderless,True,False,False,100,135,115,85,100,135,303.0,2.5,no-eggs,"fast, atk, tanky, heavy",,,,,,,,legendary,,1
Miraidon,1008,9,Paldea,electric,dragon,blue,,Hadron Engine,Paradox Pokémon,quadruped,,none,Miraidon,0,genderless,True,False,False,100,85,100,135,115,135,240.0,3.5,no-eggs,"fast, spatk, tanky",,,,,,,,legendary,,1
Walking Wake,1009,9,Paldea,water,dragon,blue,,Protosynthesis,Paradox Pokémon,upright,,none,Walking Wake,0,genderless,False,False,False,99,83,91,125,83,109,280.0,3.5,no-eggs,"fast, spatk, heavy",,,,,,,,,,0
Iron Leaves,1010,9,Paldea,grass,psychic,green,,Quark Drive,Paradox Pokémon,quadruped,,none,Iron Leaves,0,genderless,False,False,False,90,130,88,70,108,104,125.0,1.5,no-eggs,"fast, atk",,,,,,,,,,0
Dipplin,1011,9,Paldea,grass,dragon,green,,"Supersweet Syrup, Gluttony, Sticky Hold",Candy Apple Pokémon,heads,,stone,Applin,1,both,False,False,False,80,80,110,95,80,40,9.7,0.4,"plant, dragon",tanky,,,,,,,,,,0
Poltchageist,1012,9,Paldea,grass,ghost,green,,"Hospitality, Heatproof",Matcha Pokémon,ball,,none,Poltchageist,0,genderless,False,False,False,40,45,45,74,54,50,1.1,0.1,"mineral, indeterminate",light,,,,,,,,,,0
Sinistcha,1013,9,Paldea,grass,ghost,green,,"Hospitality, Heatproof",Matcha Pokémon,ball,,stone,Poltchageist,1,genderless,False,False,False,71,60,106,121,80,70,2.2,0.2,"mineral, indeterminate","spatk, light",,,,,,,,,,0
Okidogi,1014,9,Paldea,poison,fighting,black,,"Toxic Chain, Guard Dog",Retainer Pokémon,upright,,none,Okidogi,0,male-only,True,False,False,88,128,115,58,86,80,92.2,1.8,no-eggs,"atk, tanky",,,,,,,,legendary,,1
Munkidori,1015,9,Paldea,poison,psychic,black,,"Toxic Chain, Frisk",Retainer Pokémon,humanoid,,none,Munkidori,0,male-only,True,False,False,88,75,66,130,90,106,12.2,1.0,no-eggs,"fast, spatk",,,,,,,,legendary,,1
Fezandipiti,1016,9,Paldea,poison,fairy,black,,"Toxic Chain, Technician",Retainer Pokémon,wings,,none,Fezandipiti,0,male-only,True,False,False,88,91,82,70,125,99,30.1,1.4,no-eggs,,,,,,,,,legendary,,1
Ogerpon,1017,9,Paldea,grass,,green,,Defiant,Mask Pokémon,humanoid,,none,Ogerpon,0,female-only,True,False,False,80,120,84,60,96,110,39.8,1.2,no-eggs,"fast, atk",,,,,,,,legendary,,1
Archaludon,1018,9,Paldea,steel,dragon,white,,"Stamina, Sturdy, Stalwart",Alloy Pokémon,upright,,stone,Duraludon,1,both,False,False,False,90,105,130,125,65,85,60.0,2.0,"mineral, dragon","spatk, tanky",,,,,,,,,,0
Hydrapple,1019,9,Paldea,grass,dragon,green,,"Supersweet Syrup, Regenerator, Sticky Hold",Apple Hydra Pokémon,heads,,level,Applin,2,both,False,False,False,106,80,110,120,80,44,93.0,1.8,"plant, dragon","spatk, tanky",,,,,,,,,,0
Gouging Fire,1020,9,Paldea,fire,dragon,brown,,Protosynthesis,Paradox Pokémon,quadruped,,none,Gouging Fire,0,genderless,False,False,False,105,115,121,65,93,91,590.0,3.5,no-eggs,"tanky, heavy",,,,,,,,,,0
Raging Bolt,1021,9,Paldea,electric,dragon,yellow,,Protosynthesis,Paradox Pokémon,quadruped,,none,Raging Bolt,0,genderless,False,False,False,125,73,91,137,89,75,480.0,5.2,no-eggs,"spatk, tanky, heavy",,,,,,,,,,0
